,filename,category
0,rumor_images/a2770e05jw1eham2w0ox5j20hs0jb40n.jpg,rumor
1,rumor_images/0066a2rdjw1etiu0enpllj30k00zkdl6.jpg,rumor
2,rumor_images/69605397gw1erf714zg45j20e20p0q46.jpg,rumor
3,nonrumor_images/63207a53jw1eyzkbyh7slj20gg09tmxs.jpg,nonrumor
4,rumor_images/005wnIoqjw1ev1efv3469j30ez0qodhy.jpg,rumor
5,nonrumor_images/652f5916jw1ezizyrycmuj20c80goq4u.jpg,nonrumor
6,nonrumor_images/6a5ce645jw1eyscwe0hf1j20c80gbtao.jpg,nonrumor
7,rumor_images/725ba55bgw1ev34obeu2lj20ku1124e6.jpg,rumor
8,nonrumor_images/644471aegw1ez1lwmik6tj20c80ga0uf.jpg,nonrumor
9,nonrumor_images/006dx0xHgw1ez758cvofoj30jj0ry0yp.jpg,nonrumor
10,rumor_images/605128ddjw1ethuw6m17sj207i064gm0.jpg,rumor
11,rumor_images/697c4d93gw1ev0lq2ula1j20ch0m8q40.jpg,rumor
12,nonrumor_images/470bf257gw1exgyp0s999j20og0ga0ti.jpg,nonrumor
13,rumor_images/4b1024b4jw1es549nuzesj20p018gwkr.jpg,rumor
14,rumor_images/005FcijYjw1ev1f2anoyvj30ci0m8tae.jpg,rumor
15,nonrumor_images/652f5916jw1eyuetx8i4ej20b90cq75v.jpg,nonrumor
16,nonrumor_images/6693ce84gw1eyozfpd4gbj20c80lqgnt.jpg,nonrumor
17,rumor_images/005yq4HWjw1er7sh1l7vvj30dc0hsq64.jpg,rumor
18,rumor_images/6555f856jw1eeijx46t4zj20me0w20vd.jpg,rumor
19,nonrumor_images/60718250jw1ezgqeuzmz3j20fa0a6dhe.jpg,nonrumor
20,nonrumor_images/6e05a6dajw1etmz6gqlflj20hs0txn2x.jpg,nonrumor
21,rumor_images/a30eeb8ajw1erhk61dzy1j20k00qojux.jpg,rumor
22,rumor_images/690d0d1djw1er6qjorfvlj20im0hd0w7.jpg,rumor
23,rumor_images/4e0cd94btw1ehjc95jsv0j20c30fc40f.jpg,rumor
24,rumor_images/736f0c7ejw1exh9vxyx3qj20dc0dcmxz.jpg,rumor
25,rumor_images/69b6b451jw1et0wces2a2j20hs0nqtaw.jpg,rumor
26,rumor_images/51347834jw1dwmhlxpwr7j.jpg,rumor
27,nonrumor_images/62b31d36gw1ex9lqkhlnoj20qq0j342v.jpg,nonrumor
28,nonrumor_images/593bbc68gw1ezuin78i9jj20c80710tl.jpg,nonrumor
